enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
5132,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
15236,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,17.0,Small
25724,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Enterprise
20589,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,1.0,Very Small
12965,0.0,Early-Career Explorer,<=1 year,Very High (101+),Primary School,1.0,Enterprise
29037,0.0,Anchored Contributor,4-5 years,High (51-100),Unknown,21.0,Enterprise
22741,1.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,21.0,Large
24132,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Very Small
30815,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
3318,0.0,Anchored Contributor,4-5 years,Very High (101+),Phd,21.0,Mid
22482,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Enterprise
20752,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,2.0,Enterprise
26223,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,0.0,Large
11523,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Mid
12159,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,15.0,Very Small
22110,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Mid
9277,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Small
11870,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,6.0,Mid
29568,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Small
715,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Mid
21814,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Enterprise
20093,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Small
30239,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,11.0,Very Small
22307,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
971,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,3.0,Enterprise
12049,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Small
25669,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,21.0,Small
19037,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,21.0,Mid
4278,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
28246,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Enterprise
17294,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Enterprise
31779,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,6.0,Mid
14482,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,11.0,Small
12837,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,10.0,Mid
9233,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
14372,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Mid
1280,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Enterprise
24421,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Mid
23980,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Mid
27029,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Small
2669,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,0.0,Mid
2299,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Very Small
21445,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Mid
19849,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,13.0,Small
25343,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
86,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,17.0,Mid
12392,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Small
2548,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,10.0,Mid
24672,0.0,Anchored Contributor,4-5 years,Very High (101+),High School,14.0,Enterprise
21355,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,14.0,Enterprise
5574,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,3.0,Enterprise
11171,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,12.0,Very Small
29208,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Enterprise
21401,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,15.0,Enterprise
6690,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,17.0,Mid
4473,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,15.0,Large
11879,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,8.0,Enterprise
32240,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,0.0,Mid
31499,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
32012,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,12.0,Enterprise
12848,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,8.0,Mid
20503,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Enterprise
16825,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
11562,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,10.0,Mid
24141,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Small
5343,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Mid
20801,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,4.0,Mid
29132,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Small
2593,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,3.0,Mid
24478,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,16.0,Small
19223,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,10.0,Enterprise
23989,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Enterprise
2467,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Small
15791,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,12.0,Enterprise
28839,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,2.0,Mid
30483,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
14955,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Small
5836,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,7.0,Very Small
30218,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,2.0,Small
29777,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,5.0,Very Small
17220,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Enterprise
21450,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,5.0,Enterprise
7216,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Small
17785,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,10.0,Mid
33275,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Mid
26460,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,17.0,Very Small
10416,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,7.0,Small
32301,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Very Small
20968,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,0.0,Mid
157,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Enterprise
33022,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,2.0,Very Small
14422,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
22393,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,8.0,Enterprise
2044,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,10.0,Small
22722,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
32666,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,5.0,Mid
25330,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,21.0,Enterprise
26084,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Small
22865,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Enterprise
23209,1.0,Anchored Contributor,4-5 years,High (51-100),Masters,16.0,Mid
11260,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Enterprise
21467,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,6.0,Very Small
1224,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,10.0,Enterprise
3051,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,12.0,Very Small
30206,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
13240,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,8.0,Enterprise
23136,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,5.0,Enterprise
26765,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),High School,11.0,Enterprise
20535,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,9.0,Small
13974,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Small
19525,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,3.0,Small
26364,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
24663,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,2.0,Mid
25145,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,13.0,Mid
3512,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,9.0,Small
32031,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
14314,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
31938,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,17.0,Small
18914,1.0,Early-Career Explorer,<=1 year,Low (0-25),High School,6.0,Small
28058,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,5.0,Enterprise
3273,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,12.0,Enterprise
25419,0.0,Anchored Contributor,4-5 years,High (51-100),Unknown,21.0,Enterprise
8463,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,5.0,Mid
6126,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,12.0,Enterprise
21158,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Mid
25347,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,0.0,Small
11055,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,6.0,Mid
26030,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
15323,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,11.0,Mid
6915,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,17.0,Mid
27293,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Primary School,13.0,Very Small
32299,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,3.0,Mid
4380,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Enterprise
721,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,15.0,Small
21903,0.0,Anchored Contributor,4-5 years,High (51-100),High School,21.0,Mid
29994,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,17.0,Very Small
635,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,10.0,Mid
13219,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,10.0,Very Small
13340,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,9.0,Large
1511,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Very Small
28072,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Mid
33087,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,11.0,Mid
27116,1.0,Anchored Contributor,4-5 years,High (51-100),Graduate,16.0,Enterprise
25359,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Very Small
30361,0.0,Anchored Contributor,4-5 years,High (51-100),Unknown,8.0,Large
22637,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Enterprise
15893,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
9467,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Very Small
24918,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,5.0,Enterprise
28960,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
5872,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,15.0,Mid
24849,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,1.0,Mid
7918,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Small
4319,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
1711,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Very Small
31936,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,16.0,Mid
15967,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Primary School,0.0,Mid
19455,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,0.0,Mid
18991,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
19537,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,3.0,Very Small
30315,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,9.0,Mid
12982,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,15.0,Very Small
30524,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Small
30346,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,15.0,Small
32948,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Mid
22023,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,17.0,Mid
993,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,17.0,Mid
11952,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,5.0,Mid
5175,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Very Small
24967,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,1.0,Very Small
17622,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,13.0,Enterprise
5742,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Small
28711,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,10.0,Mid
32447,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,12.0,Very Small
21600,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,12.0,Very Small
7054,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,12.0,Very Small
29966,0.0,Anchored Contributor,4-5 years,High (51-100),Phd,11.0,Enterprise
17910,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,1.0,Mid
13941,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,7.0,Large
2095,0.0,Anchored Contributor,4-5 years,High (51-100),Primary School,9.0,Mid
13978,1.0,Early-Career Explorer,<=1 year,High (51-100),High School,0.0,Mid
12887,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
8166,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,14.0,Mid
31243,1.0,Anchored Contributor,4-5 years,High (51-100),Masters,10.0,Mid
26217,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,6.0,Mid
25148,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,14.0,Enterprise
32476,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
10945,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,21.0,Mid
16044,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,21.0,Very Small
10852,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Enterprise
1079,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,21.0,Enterprise
31516,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,10.0,Mid
24397,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,3.0,Small
12066,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),High School,4.0,Mid
17208,0.0,Anchored Contributor,4-5 years,Moderate (26-50),High School,13.0,Enterprise
33208,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
5418,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Mid
24925,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Enterprise
28358,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,6.0,Mid
25052,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,4.0,Very Small
24543,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Enterprise
10369,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Large
26247,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
15850,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,21.0,Small
1732,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Very Small
9505,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
15616,0.0,Anchored Contributor,4-5 years,Low (0-25),High School,21.0,Mid
26254,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Very Small
22162,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,7.0,Mid
25026,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Small
30064,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,12.0,Enterprise
9972,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Mid
16122,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,19.0,Enterprise
11599,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,9.0,Enterprise
2025,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Mid
23102,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
19925,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,19.0,Mid
17617,1.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,12.0,Mid
2197,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Very Small
12762,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Very Small
5035,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,14.0,Mid
7971,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
2693,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Enterprise
27619,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,10.0,Small
16265,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,14.0,Enterprise
24386,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,15.0,Very Small
6310,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Small
22337,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,4.0,Enterprise
26059,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,4.0,Small
2552,0.0,Anchored Contributor,4-5 years,Low (0-25),Masters,12.0,Mid
21258,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,11.0,Very Small
7334,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,9.0,Mid
1971,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,17.0,Small
25719,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Phd,2.0,Very Small
19307,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Mid
25611,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Mid
24033,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Small
3143,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,17.0,Small
12090,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,5.0,Mid
17004,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,7.0,Very Small
26556,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,16.0,Small
15834,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Unknown,5.0,Mid
31743,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Mid
32071,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Small
32140,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
16628,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Mid
13727,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,5.0,Small
27798,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,10.0,Mid
12901,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,21.0,Enterprise
29153,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Very Small
24330,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,8.0,Mid
30790,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,12.0,Large
27229,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,8.0,Mid
29352,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,2.0,Mid
25818,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,16.0,Mid
22109,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Very Small
17032,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,3.0,Mid
11603,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Mid
6443,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,14.0,Mid
11268,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,4.0,Mid
13889,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Small
20228,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Mid
21768,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,12.0,Enterprise
13206,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
10196,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,16.0,Large
26164,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,1.0,Small
1240,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,16.0,Mid
1806,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,9.0,Mid
20464,0.0,Anchored Contributor,4-5 years,High (51-100),High School,21.0,Mid
5043,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,18.0,Mid
12529,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Very Small
7933,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
30556,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
2838,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Very Small
26948,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
24169,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,14.0,Very Small
26496,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
21543,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,9.0,Large
30491,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,11.0,Very Small
11189,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,14.0,Small
21233,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,9.0,Mid
7631,0.0,Anchored Contributor,4-5 years,Low (0-25),High School,9.0,Mid
2160,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,6.0,Mid
11616,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,11.0,Mid
12543,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,15.0,Enterprise
32164,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,3.0,Mid
23512,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
26352,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,7.0,Large
27533,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
7512,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,2.0,Mid
2284,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,4.0,Very Small
24064,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,13.0,Mid
17489,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,8.0,Very Small
7285,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,12.0,Very Small
18848,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,6.0,Very Small
30026,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,21.0,Enterprise
27804,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
16092,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,21.0,Very Small
15471,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,0.0,Mid
3236,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,10.0,Mid
9540,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Mid
8445,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,9.0,Enterprise
2719,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,11.0,Small
30188,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
1073,0.0,Anchored Contributor,4-5 years,Very High (101+),High School,14.0,Very Small
14918,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,3.0,Very Small
3467,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,13.0,Mid
8443,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,16.0,Mid
15891,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
26662,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,15.0,Large
52,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,14.0,Mid
22064,0.0,Early-Career Explorer,<=1 year,High (51-100),Primary School,5.0,Mid
20734,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,17.0,Small
5669,0.0,Early-Career Explorer,<=1 year,High (51-100),Phd,12.0,Small
9219,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,2.0,Small
1243,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Primary School,12.0,Mid
27713,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,16.0,Mid
4437,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,1.0,Mid
31863,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Mid
